year,block,zipcode,xcoord,ycoord,yearbuilt,age,build_alter_gap,alterage,alterage_squared,alterage_cubed,elevator,commercial,garage,storage,basement,waterfront,frontage,block_assmeblage,cooperative,conv_loft_wh,tenament,garden,semi_fireproof,fireproof,luxury,artist_res,3_units,4_units,5_6_units,7_10_units,11_25_units,26_50_units,50plus_units,units_per_building,floors,floors_squared,zip_avg_age,zip_avg_alterage,zip_avg_res_units_pb,zip_avg_total_units_pb,zip_avg_num_buildings,zip_avg_development,zip_small_residential,zip_rental_walk_up,zip_rental_elevator,zip_condominiums,zip_offices,zip_industrial_utility,zip_government,zip_loft,zip_parking,zip_cars,zip_hotel,zip_theater,zip_retail,zip_healthcare,zip_asylum,zip_church,zip_education,zip_public,zip_outdoor,zip_transport,pcvpu_l1,pcvpu_l2,pcvpu_l3,avg_block_pcvpu_l1,avg_block_pcvpu_l2,avg_block_pcvpu_l3,avg_neighbor1_pcvpu_l1,avg_neighbor1_pcvpu_l2,avg_neighbor1_pcvpu_l3,avg_neighbor2_pcvpu_l1,avg_neighbor2_pcvpu_l2,avg_neighbor2_pcvpu_l3,avg_neighbor3_pcvpu_l1,avg_neighbor3_pcvpu_l2,avg_neighbor3_pcvpu_l3,avg_neighbor4_pcvpu_l1,avg_neighbor4_pcvpu_l2,avg_neighbor4_pcvpu_l3,avg_zip_pcvpu_l1,avg_zip_pcvpu_l2,outcome
2017,1416,10065,994377,217011,1920,97,60,37,1369,50653,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,101.8734177,61.80817916,19.49905063,20.9993967,1.130477118,4.665443038,0.284323272,0.225900682,0.161635833,0.012658228,0.053554041,0.00292113,0.00194742,0.00097371,0.003894839,0,0.017526777,0.00097371,0.076923077,0.023369036,0,0.017526777,0.014605648,0.004868549,0,0,7.9998,7.9997,8,4.870063636,7.369577273,5.171231818,4.226687097,3.430406452,5.511145161,4.496025,2.8899875,17.6095625,32.60014286,18.68455714,9.1058,14.96561618,2.115197059,7.051095588,6.309648252,8.192209049,14.78620624
2018,1416,10065,994377,217011,1920,98,60,38,1444,54872,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,101.9637255,61.42058824,19.47535131,21.21392801,1.133333333,4.761745098,0.288235294,0.225490196,0.160784314,0.010784314,0.053921569,0.002941176,0.001960784,0.000980392,0.003921569,0,0.017647059,0.000980392,0.075490196,0.021568627,0,0.017647059,0.014705882,0.004901961,0,0,3.1986,7.9998,7.9997,3.952513636,4.870063636,7.369577273,5.175580645,4.226687097,3.430406452,5.229175,4.496025,2.8899875,10.74762857,32.60014286,18.68455714,8.108888406,14.96561618,2.115197059,10.97918555,6.309648252,8.192209049
2019,1416,10065,994377,217011,1920,99,60,39,1521,59319,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,101.7825661,62.06464251,19.63845087,21.34447264,1.131243879,4.714211557,0.291870715,0.221351616,0.1625857,0.011753183,0.053868756,0.001958864,0.001958864,0,0.003917728,0,0.017629775,0.000979432,0.075416259,0.020568071,0,0.016650343,0.014691479,0.00489716,0,0,21.3928,3.1986,7.9998,-5.616939267,3.952513636,4.870063636,48.21981613,5.175580645,4.226687097,-33.51823383,5.229175,4.496025,170.6091286,10.74762857,32.60014286,-54.22876498,8.108888406,14.96561618,-30.22105579,10.97918555,6.309648252
2020,1416,10065,994377,217011,1920,100,60,40,1600,64000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,112.4249264,66.75858685,19.70700033,21.34302598,1.124631992,4.709450442,0.295387635,0.219823356,0.161923454,0.011776251,0.053974485,0.001962709,0.001962709,0,0.003925417,0,0.017664377,0.000981354,0.074582924,0.021589794,0,0.016683023,0.01373896,0.005888126,0,0,8.456,21.3928,3.1986,1.849963636,-5.616939267,3.952513636,4.712864516,48.21981613,5.175580645,0.90895,-33.51823383,5.229175,10.24302857,170.6091286,10.74762857,0.717757353,-54.22876498,8.108888406,11.22296455,-30.22105579,10.97918555
2010,1416,10065,994397,217046,1920,90,68,22,484,10648,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.333333333,4,16,102.7918683,71.92158761,19.67088577,21.81160368,1.111326234,6.834394966,0.280735721,0.23910939,0.160696999,0.011616651,0.056147144,0.002904163,0.001936108,0.000968054,0.005808325,0,0.015488867,0.001936108,0.07357212,0.019361084,0,0.017424976,0.014520813,0.002904163,0,0,-4.905705507,23.0088,4.1475,6.83087619,5.745814286,2.220919048,1.212194118,-5.962966193,43.46354706,4.4179625,-5.520614309,4.8103625,-0.375389618,6.419257143,-22.84415096,5.937125373,4.780085075,0.174576119,6.634269144,11.19786392,6.7097
2011,1416,10065,994397,217046,1920,91,68,23,529,12167,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.333333333,4,16,102.8060136,70.94374394,20.04852085,21.77583569,1.112512124,7.150397672,0.28128031,0.237633366,0.161008729,0.011639185,0.056256062,0.003879728,0.001939864,0.000969932,0.004849661,0,0.015518914,0.001939864,0.07371484,0.019398642,0,0.017458778,0.014548982,0.002909796,0,0,7.0189,-4.905705507,23.0088,6.428133333,6.83087619,5.745814286,3.984455882,1.212194118,-5.962966193,4.189525,4.4179625,-5.520614309,-18.98486869,-0.375389618,6.419257143,2.989595522,5.937125373,4.780085075,9.600637188,6.634269144,11.19786392
2012,1416,10065,994397,217046,1920,92,68,24,576,13824,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.333333333,4,16,102.7560739,68.10981535,20.13705053,21.88603283,1.113702624,4.596608358,0.280855199,0.233236152,0.161321672,0.011661808,0.057337221,0.003887269,0.001943635,0.000971817,0.004859086,0,0.019436346,0.001943635,0.07191448,0.019436346,0,0.018464529,0.014577259,0.002915452,0,0,9.7109,7.0189,-4.905705507,1.561428571,6.428133333,6.83087619,0.235632353,3.984455882,1.212194118,1.5797625,4.189525,4.4179625,4.385228571,-18.98486869,-0.375389618,-0.315284952,2.989595522,5.937125373,1.305277221,9.600637188,6.634269144
2013,1416,10065,994397,217046,1920,93,68,25,625,15625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,102.5622568,66.30350195,20.14066958,21.60551232,1.119649805,4.639085603,0.28307393,0.232490272,0.163424125,0.011673152,0.053501946,0.002918288,0.001945525,0.000972763,0.004863813,0,0.019455253,0.001945525,0.072957198,0.020428016,0,0.017509728,0.01459144,0.002918288,0,0,6.0035,9.7109,7.0189,3.557414286,1.561428571,6.428133333,8.436432353,0.235632353,3.984455882,5.573975,1.5797625,4.189525,11.80367143,4.385228571,-18.98486869,3.551446269,-0.315284952,2.989595522,7.811671724,1.305277221,9.600637188
2015,1416,10065,994397,217046,1920,95,68,27,729,19683,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,102.4819512,65.4702439,19.67669106,21.20451747,1.123902439,4.535414634,0.28195122,0.231219512,0.16,0.012682927,0.057560976,0.002926829,0.00195122,0.00097561,0.003902439,0,0.018536585,0.00195122,0.072195122,0.020487805,0,0.018536585,0.014634146,0.004878049,0,0,-7.853922647,-9.529505058,6.0035,5.171231818,4.902781818,3.557414286,5.511145161,7.143664706,8.436432353,17.6095625,4.5418125,5.573975,9.1058,14.37195714,11.80367143,7.051095588,5.716825373,3.551446269,14.78620624,7.586457968,7.811671724
2016,1416,10065,994397,217046,1920,96,68,28,784,21952,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,102.1676413,62.10721248,19.70039799,21.21309007,1.123781676,4.671939571,0.28460039,0.227095517,0.158869396,0.012670565,0.055555556,0.002923977,0.001949318,0.000974659,0.003898635,0,0.01754386,0.000974659,0.075048733,0.022417154,0,0.018518519,0.014619883,0.004873294,0,0,26.9231,-7.853922647,-9.529505058,7.369577273,5.171231818,4.902781818,3.430406452,5.511145161,7.143664706,2.8899875,17.6095625,4.5418125,18.68455714,9.1058,14.37195714,2.115197059,7.051095588,5.716825373,8.192209049,14.78620624,7.586457968
2017,1416,10065,994397,217046,1920,97,68,29,841,24389,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,101.8734177,61.80817916,19.49905063,20.9993967,1.130477118,4.665443038,0.284323272,0.225900682,0.161635833,0.012658228,0.053554041,0.00292113,0.00194742,0.00097371,0.003894839,0,0.017526777,0.00097371,0.076923077,0.023369036,0,0.017526777,0.014605648,0.004868549,0,0,4.6855,26.9231,-7.853922647,4.870063636,7.369577273,5.171231818,4.226687097,3.430406452,5.511145161,4.496025,2.8899875,17.6095625,32.60014286,18.68455714,9.1058,14.96561618,2.115197059,7.051095588,6.309648252,8.192209049,14.78620624
2018,1416,10065,994397,217046,1920,98,68,30,900,27000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,101.9637255,61.42058824,19.47535131,21.21392801,1.133333333,4.761745098,0.288235294,0.225490196,0.160784314,0.010784314,0.053921569,0.002941176,0.001960784,0.000980392,0.003921569,0,0.017647059,0.000980392,0.075490196,0.021568627,0,0.017647059,0.014705882,0.004901961,0,0,8.0029,4.6855,26.9231,3.952513636,4.870063636,7.369577273,5.175580645,4.226687097,3.430406452,5.229175,4.496025,2.8899875,10.74762857,32.60014286,18.68455714,8.108888406,14.96561618,2.115197059,10.97918555,6.309648252,8.192209049
2019,1416,10065,994397,217046,1920,99,68,31,961,29791,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,101.7825661,62.06464251,19.63845087,21.34447264,1.131243879,4.714211557,0.291870715,0.221351616,0.1625857,0.011753183,0.053868756,0.001958864,0.001958864,0,0.003917728,0,0.017629775,0.000979432,0.075416259,0.020568071,0,0.016650343,0.014691479,0.00489716,0,0,-118.3859097,8.0029,4.6855,-5.616939267,3.952513636,4.870063636,48.21981613,5.175580645,4.226687097,-33.51823383,5.229175,4.496025,170.6091286,10.74762857,32.60014286,-54.22876498,8.108888406,14.96561618,-30.22105579,10.97918555,6.309648252
2020,1416,10065,994397,217046,1920,100,68,32,1024,32768,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,16,112.4249264,66.75858685,19.70700033,21.34302598,1.124631992,4.709450442,0.295387635,0.219823356,0.161923454,0.011776251,0.053974485,0.001962709,0.001962709,0,0.003925417,0,0.017664377,0.000981354,0.074582924,0.021589794,0,0.016683023,0.01373896,0.005888126,0,0,-0.066444119,-118.3859097,8.0029,1.849963636,-5.616939267,3.952513636,4.712864516,48.21981613,5.175580645,0.90895,-33.51823383,5.229175,10.24302857,170.6091286,10.74762857,0.717757353,-54.22876498,8.108888406,11.22296455,-30.22105579,10.97918555
2010,1416,10065,994415,217080,1910,100,0,100,10000,1000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,102.7918683,71.92158761,19.67088577,21.81160368,1.111326234,6.834394966,0.280735721,0.23910939,0.160696999,0.011616651,0.056147144,0.002904163,0.001936108,0.000968054,0.005808325,0,0.015488867,0.001936108,0.07357212,0.019361084,0,0.017424976,0.014520813,0.002904163,0,0,7.9999,0,5.9028,6.83087619,5.745814286,2.220919048,1.212194118,-5.962966193,43.46354706,4.4179625,-5.520614309,4.8103625,-0.375389618,6.419257143,-22.84415096,5.937125373,4.780085075,0.174576119,6.634269144,11.19786392,6.7097
2011,1416,10065,994415,217080,1910,101,0,101,10201,1030301,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,102.8060136,70.94374394,20.04852085,21.77583569,1.112512124,7.150397672,0.28128031,0.237633366,0.161008729,0.011639185,0.056256062,0.003879728,0.001939864,0.000969932,0.004849661,0,0.015518914,0.001939864,0.07371484,0.019398642,0,0.017458778,0.014548982,0.002909796,0,0,7.9995,7.9999,0,6.428133333,6.83087619,5.745814286,3.984455882,1.212194118,-5.962966193,4.189525,4.4179625,-5.520614309,-18.98486869,-0.375389618,6.419257143,2.989595522,5.937125373,4.780085075,9.600637188,6.634269144,11.19786392
2012,1416,10065,994415,217080,1910,102,0,102,10404,1061208,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,102.7560739,68.10981535,20.13705053,21.88603283,1.113702624,4.596608358,0.280855199,0.233236152,0.161321672,0.011661808,0.057337221,0.003887269,0.001943635,0.000971817,0.004859086,0,0.019436346,0.001943635,0.07191448,0.019436346,0,0.018464529,0.014577259,0.002915452,0,0,2.359,7.9995,7.9999,1.561428571,6.428133333,6.83087619,0.235632353,3.984455882,1.212194118,1.5797625,4.189525,4.4179625,4.385228571,-18.98486869,-0.375389618,-0.315284952,2.989595522,5.937125373,1.305277221,9.600637188,6.634269144
2013,1416,10065,994415,217080,1910,103,0,103,10609,1092727,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,102.5622568,66.30350195,20.14066958,21.60551232,1.119649805,4.639085603,0.28307393,0.232490272,0.163424125,0.011673152,0.053501946,0.002918288,0.001945525,0.000972763,0.004863813,0,0.019455253,0.001945525,0.072957198,0.020428016,0,0.017509728,0.01459144,0.002918288,0,0,5.9028,2.359,7.9995,3.557414286,1.561428571,6.428133333,8.436432353,0.235632353,3.984455882,5.573975,1.5797625,4.189525,11.80367143,4.385228571,-18.98486869,3.551446269,-0.315284952,2.989595522,7.811671724,1.305277221,9.600637188
2014,1416,10065,994415,217080,1910,104,0,104,10816,1124864,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,102.4501953,65.84667969,19.80576986,21.3258138,1.120117188,4.537070313,0.282226563,0.232421875,0.161132813,0.01171875,0.057617188,0.002929688,0.001953125,0.000976563,0.00390625,0,0.018554688,0.001953125,0.0703125,0.021484375,0,0.017578125,0.014648438,0.00390625,0,0,0,5.9028,2.359,4.902781818,3.557414286,1.561428571,7.143664706,8.436432353,0.235632353,4.5418125,5.573975,1.5797625,14.37195714,11.80367143,4.385228571,5.716825373,3.551446269,-0.315284952,7.586457968,7.811671724,1.305277221
2015,1416,10065,994415,217080,1910,105,0,105,11025,1157625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,102.4819512,65.4702439,19.67669106,21.20451747,1.123902439,4.535414634,0.28195122,0.231219512,0.16,0.012682927,0.057560976,0.002926829,0.00195122,0.00097561,0.003902439,0,0.018536585,0.00195122,0.072195122,0.020487805,0,0.018536585,0.014634146,0.004878049,0,0,8,0,5.9028,5.171231818,4.902781818,3.557414286,5.511145161,7.143664706,8.436432353,17.6095625,4.5418125,5.573975,9.1058,14.37195714,11.80367143,7.051095588,5.716825373,3.551446269,14.78620624,7.586457968,7.811671724
2016,1416,10065,994415,217080,1910,106,0,106,11236,1191016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,102.1676413,62.10721248,19.70039799,21.21309007,1.123781676,4.671939571,0.28460039,0.227095517,0.158869396,0.012670565,0.055555556,0.002923977,0.001949318,0.000974659,0.003898635,0,0.01754386,0.000974659,0.075048733,0.022417154,0,0.018518519,0.014619883,0.004873294,0,0,7.9994,8,0,7.369577273,5.171231818,4.902781818,3.430406452,5.511145161,7.143664706,2.8899875,17.6095625,4.5418125,18.68455714,9.1058,14.37195714,2.115197059,7.051095588,5.716825373,8.192209049,14.78620624,7.586457968
2017,1416,10065,994415,217080,1910,107,0,107,11449,1225043,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,101.8734177,61.80817916,19.49905063,20.9993967,1.130477118,4.665443038,0.284323272,0.225900682,0.161635833,0.012658228,0.053554041,0.00292113,0.00194742,0.00097371,0.003894839,0,0.017526777,0.00097371,0.076923077,0.023369036,0,0.017526777,0.014605648,0.004868549,0,0,5.2424,7.9994,8,4.870063636,7.369577273,5.171231818,4.226687097,3.430406452,5.511145161,4.496025,2.8899875,17.6095625,32.60014286,18.68455714,9.1058,14.96561618,2.115197059,7.051095588,6.309648252,8.192209049,14.78620624
2018,1416,10065,994415,217080,1910,108,0,108,11664,1259712,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,101.9637255,61.42058824,19.47535131,21.21392801,1.133333333,4.761745098,0.288235294,0.225490196,0.160784314,0.010784314,0.053921569,0.002941176,0.001960784,0.000980392,0.003921569,0,0.017647059,0.000980392,0.075490196,0.021568627,0,0.017647059,0.014705882,0.004901961,0,0,5.9027,5.2424,7.9994,3.952513636,4.870063636,7.369577273,5.175580645,4.226687097,3.430406452,5.229175,4.496025,2.8899875,10.74762857,32.60014286,18.68455714,8.108888406,14.96561618,2.115197059,10.97918555,6.309648252,8.192209049
2019,1416,10065,994415,217080,1910,109,0,109,11881,1295029,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,101.7825661,62.06464251,19.63845087,21.34447264,1.131243879,4.714211557,0.291870715,0.221351616,0.1625857,0.011753183,0.053868756,0.001958864,0.001958864,0,0.003917728,0,0.017629775,0.000979432,0.075416259,0.020568071,0,0.016650343,0.014691479,0.00489716,0,0,13.1937,5.9027,5.2424,-5.616939267,3.952513636,4.870063636,48.21981613,5.175580645,4.226687097,-33.51823383,5.229175,4.496025,170.6091286,10.74762857,32.60014286,-54.22876498,8.108888406,14.96561618,-30.22105579,10.97918555,6.309648252
2020,1416,10065,994415,217080,1910,110,0,110,12100,1331000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,16,112.4249264,66.75858685,19.70700033,21.34302598,1.124631992,4.709450442,0.295387635,0.219823356,0.161923454,0.011776251,0.053974485,0.001962709,0.001962709,0,0.003925417,0,0.017664377,0.000981354,0.074582924,0.021589794,0,0.016683023,0.01373896,0.005888126,0,0,20.0027,13.1937,5.9027,1.849963636,-5.616939267,3.952513636,4.712864516,48.21981613,5.175580645,0.90895,-33.51823383,5.229175,10.24302857,170.6091286,10.74762857,0.717757353,-54.22876498,8.108888406,11.22296455,-30.22105579,10.97918555
2010,1416,10065,994246,217128,1905,105,0,105,11025,1157625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,102.7918683,71.92158761,19.67088577,21.81160368,1.111326234,6.834394966,0.280735721,0.23910939,0.160696999,0.011616651,0.056147144,0.002904163,0.001936108,0.000968054,0.005808325,0,0.015488867,0.001936108,0.07357212,0.019361084,0,0.017424976,0.014520813,0.002904163,0,0,5.9998,5.9994,6,6.83087619,5.745814286,2.220919048,1.212194118,-5.962966193,43.46354706,4.4179625,-5.520614309,4.8103625,-0.375389618,6.419257143,-22.84415096,5.937125373,4.780085075,0.174576119,6.634269144,11.19786392,6.7097
2011,1416,10065,994246,217128,1905,106,0,106,11236,1191016,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,102.8060136,70.94374394,20.04852085,21.77583569,1.112512124,7.150397672,0.28128031,0.237633366,0.161008729,0.011639185,0.056256062,0.003879728,0.001939864,0.000969932,0.004849661,0,0.015518914,0.001939864,0.07371484,0.019398642,0,0.017458778,0.014548982,0.002909796,0,0,0.7551,5.9998,5.9994,6.428133333,6.83087619,5.745814286,3.984455882,1.212194118,-5.962966193,4.189525,4.4179625,-5.520614309,-18.98486869,-0.375389618,6.419257143,2.989595522,5.937125373,4.780085075,9.600637188,6.634269144,11.19786392
2012,1416,10065,994246,217128,1905,107,0,107,11449,1225043,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,102.7560739,68.10981535,20.13705053,21.88603283,1.113702624,4.596608358,0.280855199,0.233236152,0.161321672,0.011661808,0.057337221,0.003887269,0.001943635,0.000971817,0.004859086,0,0.019436346,0.001943635,0.07191448,0.019436346,0,0.018464529,0.014577259,0.002915452,0,0,0,0.7551,5.9998,1.561428571,6.428133333,6.83087619,0.235632353,3.984455882,1.212194118,1.5797625,4.189525,4.4179625,4.385228571,-18.98486869,-0.375389618,-0.315284952,2.989595522,5.937125373,1.305277221,9.600637188,6.634269144
2013,1416,10065,994246,217128,1905,108,0,108,11664,1259712,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,102.5622568,66.30350195,20.14066958,21.60551232,1.119649805,4.639085603,0.28307393,0.232490272,0.163424125,0.011673152,0.053501946,0.002918288,0.001945525,0.000972763,0.004863813,0,0.019455253,0.001945525,0.072957198,0.020428016,0,0.017509728,0.01459144,0.002918288,0,0,5.9997,0,0.7551,3.557414286,1.561428571,6.428133333,8.436432353,0.235632353,3.984455882,5.573975,1.5797625,4.189525,11.80367143,4.385228571,-18.98486869,3.551446269,-0.315284952,2.989595522,7.811671724,1.305277221,9.600637188
2014,1416,10065,994246,217128,1905,109,0,109,11881,1295029,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,102.4501953,65.84667969,19.80576986,21.3258138,1.120117188,4.537070313,0.282226563,0.232421875,0.161132813,0.01171875,0.057617188,0.002929688,0.001953125,0.000976563,0.00390625,0,0.018554688,0.001953125,0.0703125,0.021484375,0,0.017578125,0.014648438,0.00390625,0,0,5.9995,5.9997,0,4.902781818,3.557414286,1.561428571,7.143664706,8.436432353,0.235632353,4.5418125,5.573975,1.5797625,14.37195714,11.80367143,4.385228571,5.716825373,3.551446269,-0.315284952,7.586457968,7.811671724,1.305277221
2015,1416,10065,994246,217128,1905,110,0,110,12100,1331000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,102.4819512,65.4702439,19.67669106,21.20451747,1.123902439,4.535414634,0.28195122,0.231219512,0.16,0.012682927,0.057560976,0.002926829,0.00195122,0.00097561,0.003902439,0,0.018536585,0.00195122,0.072195122,0.020487805,0,0.018536585,0.014634146,0.004878049,0,0,5.9999,5.9995,5.9997,5.171231818,4.902781818,3.557414286,5.511145161,7.143664706,8.436432353,17.6095625,4.5418125,5.573975,9.1058,14.37195714,11.80367143,7.051095588,5.716825373,3.551446269,14.78620624,7.586457968,7.811671724
2016,1416,10065,994246,217128,1905,111,0,111,12321,1367631,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,102.1676413,62.10721248,19.70039799,21.21309007,1.123781676,4.671939571,0.28460039,0.227095517,0.158869396,0.012670565,0.055555556,0.002923977,0.001949318,0.000974659,0.003898635,0,0.01754386,0.000974659,0.075048733,0.022417154,0,0.018518519,0.014619883,0.004873294,0,0,0.7552,5.9999,5.9995,7.369577273,5.171231818,4.902781818,3.430406452,5.511145161,7.143664706,2.8899875,17.6095625,4.5418125,18.68455714,9.1058,14.37195714,2.115197059,7.051095588,5.716825373,8.192209049,14.78620624,7.586457968
2017,1416,10065,994246,217128,1905,112,0,112,12544,1404928,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,101.8734177,61.80817916,19.49905063,20.9993967,1.130477118,4.665443038,0.284323272,0.225900682,0.161635833,0.012658228,0.053554041,0.00292113,0.00194742,0.00097371,0.003894839,0,0.017526777,0.00097371,0.076923077,0.023369036,0,0.017526777,0.014605648,0.004868549,0,0,0,0.7552,5.9999,4.870063636,7.369577273,5.171231818,4.226687097,3.430406452,5.511145161,4.496025,2.8899875,17.6095625,32.60014286,18.68455714,9.1058,14.96561618,2.115197059,7.051095588,6.309648252,8.192209049,14.78620624
2018,1416,10065,994246,217128,1905,113,0,113,12769,1442897,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,101.9637255,61.42058824,19.47535131,21.21392801,1.133333333,4.761745098,0.288235294,0.225490196,0.160784314,0.010784314,0.053921569,0.002941176,0.001960784,0.000980392,0.003921569,0,0.017647059,0.000980392,0.075490196,0.021568627,0,0.017647059,0.014705882,0.004901961,0,0,5.9996,0,0.7552,3.952513636,4.870063636,7.369577273,5.175580645,4.226687097,3.430406452,5.229175,4.496025,2.8899875,10.74762857,32.60014286,18.68455714,8.108888406,14.96561618,2.115197059,10.97918555,6.309648252,8.192209049
2019,1416,10065,994246,217128,1905,114,0,114,12996,1481544,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,101.7825661,62.06464251,19.63845087,21.34447264,1.131243879,4.714211557,0.291870715,0.221351616,0.1625857,0.011753183,0.053868756,0.001958864,0.001958864,0,0.003917728,0,0.017629775,0.000979432,0.075416259,0.020568071,0,0.016650343,0.014691479,0.00489716,0,0,-64.07321603,5.9996,0,-5.616939267,3.952513636,4.870063636,48.21981613,5.175580645,4.226687097,-33.51823383,5.229175,4.496025,170.6091286,10.74762857,32.60014286,-54.22876498,8.108888406,14.96561618,-30.22105579,10.97918555,6.309648252
2020,1416,10065,994246,217128,1868,152,0,152,23104,3511808,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,9,112.4249264,66.75858685,19.70700033,21.34302598,1.124631992,4.709450442,0.295387635,0.219823356,0.161923454,0.011776251,0.053974485,0.001962709,0.001962709,0,0.003925417,0,0.017664377,0.000981354,0.074582924,0.021589794,0,0.016683023,0.01373896,0.005888126,0,0,8.4817,-64.07321603,5.9996,1.849963636,-5.616939267,3.952513636,4.712864516,48.21981613,5.175580645,0.90895,-33.51823383,5.229175,10.24302857,170.6091286,10.74762857,0.717757353,-54.22876498,8.108888406,11.22296455,-30.22105579,10.97918555
2010,1417,10065,994019,217434,1963,47,44,3,9,27,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,20,400,102.7918683,71.92158761,19.67088577,21.81160368,1.111326234,6.834394966,0.280735721,0.23910939,0.160696999,0.011616651,0.056147144,0.002904163,0.001936108,0.000968054,0.005808325,0,0.015488867,0.001936108,0.07357212,0.019361084,0,0.017424976,0.014520813,0.002904163,0,0,0,4.5082,-1.63934093,3.106135294,344.3885667,19.79933889,5.83255814,3.344586047,4.756786047,5.099824528,5.044813208,3.177060377,5.620216667,-3.429515888,23.90665,6.251420408,5.32197551,18.89716939,6.634269144,11.19786392,6.7097
2011,1417,10065,994019,217434,1963,48,44,4,16,64,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,20,400,102.8060136,70.94374394,20.04852085,21.77583569,1.112512124,7.150397672,0.28128031,0.237633366,0.161008729,0.011639185,0.056256062,0.003879728,0.001939864,0.000969932,0.004849661,0,0.015518914,0.001939864,0.07371484,0.019398642,0,0.017458778,0.014548982,0.002909796,0,0,4.3765,0,4.5082,8.271817647,3.106135294,344.3885667,7.660739535,5.83255814,3.344586047,5.911973585,5.099824528,5.044813208,6.898433333,5.620216667,-3.429515888,5.615395918,6.251420408,5.32197551,9.600637188,6.634269144,11.19786392
